Name,Exclusive secs,Inclusive secs,% Exclusive,% Inclusive,Module,Source File,Source Line
"[000002060712E8D0]",0,0.0411857,0,0.0241477,"","",0
"[000002060712E8F8]",0,0.0065339,0,0.00383091,"","",0
"[000002060712E8FC]",0,0.0025228,0,0.00147915,"","",0
"[000002060712E8FE]",0,0.0026405,0,0.00154816,"","",0
"[000002060712E900]",0,0.08322,0,0.048793,"","",0
"[000002060712E908]",0,0.0141137,0,0.00827505,"","",0
"[000002060712E90C]",0,0.0160735,0,0.0094241,"","",0
"[000002060712E910]",0,0.0045408,0,0.00266233,"","",0
"[000002060712E914]",0,0.0060619,0,0.00355417,"","",0
"[000002060712E920]",0,0.036228,0,0.0212409,"","",0
"[000002060712E94C]",0,0.0139901,0,0.00820258,"","",0
"[000002060712E94D]",0,0.0065174,0,0.00382124,"","",0
"[000002060712E94F]",0,0.0019856,0,0.00116418,"","",0
"[000002060712E950]",0,0.0811863,0,0.0476006,"","",0
"[000002060712E958]",0,0.008442,0,0.00494965,"","",0
"[000002060712E95B]",0,0.0030361,0,0.0017801,"","",0
"[000002060712E95C]",0,0.0060696,0,0.00355869,"","",0
"[000002060712E95F]",0,0.0030223,0,0.00177201,"","",0
"[000002060712E960]",0,0.0070405,0,0.00412794,"","",0
"[000002060712E961]",0,0.0020106,0,0.00117884,"","",0
"[000002060712E964]",0,0.0061355,0,0.00359732,"","",0
"[000002060712E970]",0,0.0364095,0,0.0213474,"","",0
"[000002060712E99C]",0,0.0019979,0,0.00117139,"","",0
"[000002060712E99D]",0,0.0014755,0,0.000865105,"","",0
"[000002060712E99E]",0,0.0019979,0,0.00117139,"","",0
"[000002060712E9A0]",0,0.076644,0,0.0449374,"","",0
"[000002060712E9A8]",0,0.0146164,0,0.00856979,"","",0
"[000002060712E9AC]",0,0.0135218,0,0.00792801,"","",0
"[000002060712E9B0]",0,0.0074873,0,0.0043899,"","",0
"[000002060712E9B4]",0,0.0099548,0,0.00583663,"","",0
"[000002060712E9C0]",0,0.0384512,0,0.0225444,"","",0
"[000002060712E9E8]",0,0.0030289,0,0.00177588,"","",0
"[000002060712E9F0]",0,0.028306,0,0.0165962,"","",0
"[000002060712E9F8]",0,0.0186098,0,0.0109112,"","",0
"[000002060712E9FC]",0,0.0044918,0,0.0026336,"","",0
"[000002060712E9FD]",0,0.111697,0,0.0654896,"","",0
"[000002060712EA00]",0,0.0035192,0,0.00206335,"","",0
"[000002060712EA04]",0,0.0025436,0,0.00149135,"","",0
"[000002060712EA60]",0,0.046646,0,0.0273492,"","",0
"[000002060712EA88]",0,0.0089988,0,0.00527611,"","",0
"[000002060712EA90]",0,0.104704,0,0.0613891,"","",0
"[000002060712EA98]",0,0.0262091,0,0.0153667,"","",0
"[000002060712EA9C]",0,0.0060653,0,0.00355616,"","",0
"[000002060712EAA0]",0,0.0122334,0,0.0071726,"","",0
"[000002060712EAA2]",0,0.0030083,0,0.00176381,"","",0
"[000002060712EAA4]",0,0.0090049,0,0.00527969,"","",0
"[000002060712EAFD]",0,0.033433,0,0.0196022,"","",0
"[000002060712EB00]",0,0.0720817,0,0.0422624,"","",0
"[000002060712EB28]",0,0.0030007,0,0.00175935,"","",0
"[000002060712EB2C]",0,0.0066158,0,0.00387893,"","",0
"[000002060712EB2D]",0,0.0051597,0,0.0030252,"","",0
"[000002060712EB2E]",0,0.0029487,0,0.00172886,"","",0
"[000002060712EB2F]",0,0.0020761,0,0.00121724,"","",0
"[000002060712EB30]",0,0.0908548,0,0.0532694,"","",0
"[000002060712EB38]",0,0.0159636,0,0.00935967,"","",0
"[000002060712EB3B]",0,0.0025485,0,0.00149422,"","",0
"[000002060712EB3C]",0,0.0075389,0,0.00442016,"","",0
"[000002060712EB40]",0,0.0172415,0,0.0101089,"","",0
"[000002060712EB44]",0,0.0136477,0,0.00800182,"","",0
"[000002060712EB50]",0,0.0237509,0,0.0139255,"","",0
"[000002060712EB7C]",0,0.0045769,0,0.0026835,"","",0
"[000002060712EB7E]",0,0.0025812,0,0.00151339,"","",0
"[000002060712EB80]",0,0.0835856,0,0.0490073,"","",0
"[000002060712EB88]",0,0.0106192,0,0.00622618,"","",0
"[000002060712EB8A]",0,0.0032048,0,0.00187902,"","",0
"[000002060712EB8B]",0,0.0030392,0,0.00178192,"","",0
"[000002060712EB8C]",0,0.0153545,0,0.00900254,"","",0
"[000002060712EB8E]",0,0.0030372,0,0.00178075,"","",0
"[000002060712EB90]",0,0.01661,0,0.00973866,"","",0
"[000002060712EBA0]",0,0.0291647,0,0.0170996,"","",0
"[000002060712EBC8]",0,0.0019986,0,0.00117181,"","",0
"[000002060712EBCC]",0,0.0060887,0,0.00356988,"","",0
"[000002060712EBCE]",0,0.0035471,0,0.00207971,"","",0
"[000002060712EBD0]",0,0.0444121,0,0.0260394,"","",0
"[000002060712EBD8]",0,0.0079919,0,0.00468575,"","",0
"[000002060712EBDA]",0,0.0030006,0,0.00175929,"","",0
"[000002060712EBDC]",0,0.0055465,0,0.00325199,"","",0
"[000002060712EBE0]",0,0.0050461,0,0.00295859,"","",0
"[000002060712EBE4]",0,0.0060199,0,0.00352955,"","",0
"[000002060712EBFD]",0,0.0781232,0,0.0458046,"","",0
"[000002060712EC90]",0,0.120255,0,0.0705071,"","",0
"[000002060712ECB8]",0,0.0192088,0,0.0112624,"","",0
"[000002060712ECBC]",0,0.0090607,0,0.00531241,"","",0
"[000002060712ECBD]",0,0.0029819,0,0.00174833,"","",0
"[000002060712ECBE]",0,0.0030386,0,0.00178157,"","",0
"[000002060712ECC0]",0,0.13581,0,0.0796272,"","",0
"[000002060712ECC8]",0,0.0281025,0,0.0164769,"","",0
"[000002060712ECCF]",0,0.0035382,0,0.00207449,"","",0
"[000002060712ECD0]",0,0.0117016,0,0.0068608,"","",0
"[000002060712ECD3]",0,0.0020007,0,0.00117304,"","",0
"[000002060712ECD4]",0,0.0316743,0,0.0185711,"","",0
"[000002060712ECFD]",0,0.0559001,0,0.032775,"","",0
"[000002060712ED18]",0,0.764157,0,0.448035,"","",0
"[000002060712ED80]",0,0.101825,0,0.0597014,"","",0
"[000002060712EDA8]",0,0.0165944,0,0.00972951,"","",0
"[000002060712EDAC]",0,0.0151602,0,0.00888862,"","",0
"[000002060712EDAE]",0,0.0065107,0,0.00381731,"","",0
"[000002060712EDB0]",0,0.154136,0,0.0903722,"","",0
"[000002060712EDB8]",0,0.0308163,0,0.018068,"","",0
"[000002060712EDBC]",0,0.0091604,0,0.00537086,"","",0
"[000002060712EDBE]",0,0.0030364,0,0.00178028,"","",0
"[000002060712EDC0]",0,0.0251297,0,0.0147339,"","",0
"[000002060712EDC3]",0,0.0024729,0,0.00144989,"","",0
"[000002060712EDC4]",0,0.0184746,0,0.0108319,"","",0
"[000002060712EDFD]",0,0.0563859,0,0.0330598,"","",0
"[000002060712EE20]",0,0.0821898,0,0.0481889,"","",0
"[000002060712EE48]",0,0.0059942,0,0.00351448,"","",0
"[000002060712EE4C]",0,0.0105987,0,0.00621416,"","",0
"[000002060712EE4D]",0,0.0066707,0,0.00391112,"","",0
"[000002060712EE4E]",0,0.0029731,0,0.00174317,"","",0
"[000002060712EE4F]",0,0.005598,0,0.00328218,"","",0
"[000002060712EE50]",0,0.147958,0,0.0867498,"","",0
"[000002060712EE58]",0,0.0115858,0,0.00679291,"","",0
"[000002060712EE5C]",0,0.0140569,0,0.00824174,"","",0
"[000002060712EE60]",0,0.0188298,0,0.0110402,"","",0
"[000002060712EE63]",0,0.003006,0,0.00176246,"","",0
"[000002060712EE64]",0,0.0206558,0,0.0121108,"","",0
"[000002060712EEC0]",0,0.0869055,0,0.0509538,"","",0
"[000002060712EEE8]",0,0.007514,0,0.00440556,"","",0
"[000002060712EEEC]",0,0.0120366,0,0.00705722,"","",0
"[000002060712EEEE]",0,0.005999,0,0.00351729,"","",0
"[000002060712EEEF]",0,0.0020013,0,0.00117339,"","",0
"[000002060712EEF0]",0,0.148685,0,0.0871759,"","",0
"[000002060712EEF8]",0,0.0392659,0,0.0230221,"","",0
"[000002060712EEFC]",0,0.0020048,0,0.00117544,"","",0
"[000002060712EEFD]",0,0.120829,0,0.0708435,"","",0
"[000002060712EF00]",0,0.0187983,0,0.0110217,"","",0
"[000002060712EF01]",0,0.0030168,0,0.00176879,"","",0
"[000002060712EF04]",0,0.0171746,0,0.0100697,"","",0
"[000002060712EF10]",0,0.0340895,0,0.0199871,"","",0
"[000002060712EF38]",0,0.0040681,0,0.00238518,"","",0
"[000002060712EF3C]",0,0.0108892,0,0.00638448,"","",0
"[000002060712EF3D]",0,0.0019983,0,0.00117163,"","",0
"[000002060712EF3E]",0,0.0023443,0,0.00137449,"","",0
"[000002060712EF3F]",0,0.0030341,0,0.00177893,"","",0
"[000002060712EF40]",0,0.0706924,0,0.0414479,"","",0
"[000002060712EF48]",0,0.0030451,0,0.00178538,"","",0
"[000002060712EF4C]",0,0.0030441,0,0.0017848,"","",0
"[000002060712EF4D]",0,0.0025618,0,0.00150202,"","",0
"[000002060712EF4F]",0,0.0019627,0,0.00115076,"","",0
"[000002060712EF50]",0,0.0307196,0,0.0180113,"","",0
"[000002060712EF52]",0,0.0015495,0,0.000908492,"","",0
"[000002060712EF54]",0,0.0192614,0,0.0112932,"","",0
"[000002060712EF60]",0,0.0417014,0,0.0244501,"","",0
"[000002060712EF88]",0,0.0025803,0,0.00151286,"","",0
"[000002060712EF8D]",0,0.0030501,0,0.00178831,"","",0
"[000002060712EF8E]",0,0.0030402,0,0.00178251,"","",0
"[000002060712EF90]",0,0.0708251,0,0.0415257,"","",0
"[000002060712EF98]",0,0.0086993,0,0.00510051,"","",0
"[000002060712EFA0]",0,0.0025863,0,0.00151638,"","",0
"[000002060712EFA2]",0,0.0029983,0,0.00175794,"","",0
"[000002060712EFA4]",0,0.0029983,0,0.00175794,"","",0
"[000002060712EFB0]",0,0.0317049,0,0.018589,"","",0
"[000002060712EFD8]",0,0.003002,0,0.00176011,"","",0
"[000002060712EFDC]",0,0.0096307,0,0.0056466,"","",0
"[000002060712EFDF]",0,0.0056274,0,0.00329942,"","",0
"[000002060712EFE0]",0,0.0549003,0,0.0321888,"","",0
"[000002060712EFE8]",0,0.0061928,0,0.00363092,"","",0
"[000002060712EFF0]",0,0.0039263,0,0.00230204,"","",0
"[000002060712EFF4]",0,0.0015233,0,0.000893131,"","",0
"[000002060712EFFD]",0,0.0689705,0,0.0404383,"","",0
"[000002060712F0A0]",0,0.0816989,0,0.0479011,"","",0
"[000002060712F0C8]",0,0.0035149,0,0.00206083,"","",0
"[000002060712F0CC]",0,0.0080059,0,0.00469396,"","",0
"[000002060712F0CD]",0,0.0050354,0,0.00295232,"","",0
"[000002060712F0CE]",0,0.008014,0,0.00469871,"","",0
"[000002060712F0CF]",0,0.00258,0,0.00151269,"","",0
"[000002060712F0D0]",0,0.179827,0,0.105435,"","",0
"[000002060712F0D8]",0,0.0332328,0,0.0194848,"","",0
"[000002060712F0D9]",0,0.0019966,0,0.00117063,"","",0
"[000002060712F0DC]",0,0.0120942,0,0.00709099,"","",0
"[000002060712F0E0]",0,0.0059994,0,0.00351753,"","",0
"[000002060712F0E4]",0,0.0091491,0,0.00536424,"","",0
"[000002060712F0FD]",0,0.0398129,0,0.0233428,"","",0
"[000002060712F280]",0,0.141562,0,0.0829996,"","",0
"[000002060712F2A8]",0,0.0216918,0,0.0127182,"","",0
"[000002060712F2AC]",0,0.0140581,0,0.00824245,"","",0
"[000002060712F2AD]",0,0.0071618,0,0.00419906,"","",0
"[000002060712F2AE]",0,0.0049563,0,0.00290594,"","",0
"[000002060712F2AF]",0,0.0025564,0,0.00149885,"","",0
"[000002060712F2B0]",0,0.225051,0,0.13195,"","",0
"[000002060712F2B8]",0,0.0440985,0,0.0258555,"","",0
"[000002060712F2B9]",0,0.0030001,0,0.001759,"","",0
"[000002060712F2BA]",0,0.003046,0,0.00178591,"","",0
"[000002060712F2BB]",0,0.0020094,0,0.00117814,"","",0
"[000002060712F2BC]",0,0.034189,0,0.0200455,"","",0
"[000002060712F2BD]",0,0.0019645,0,0.00115181,"","",0
"[000002060712F2C0]",0,0.0561803,0,0.0329392,"","",0
"[000002060712F2C1]",0,0.0029991,0,0.00175841,"","",0
"[000002060712F2C3]",0,0.0029786,0,0.00174639,"","",0
"[000002060712F2C4]",0,0.0326637,0,0.0191512,"","",0
"[000002060712F2D0]",0,0.0818402,0,0.047984,"","",0
"[000002060712F2F8]",0,0.0019976,0,0.00117122,"","",0
"[000002060712F2FC]",0,0.0142623,0,0.00836217,"","",0
"[000002060712F2FD]",0,0.108417,0,0.0635661,"","",0
"[000002060712F2FE]",0,0.0055046,0,0.00322742,"","",0
"[000002060712F2FF]",0,0.0032322,0,0.00189508,"","",0
"[000002060712F300]",0,0.142574,0,0.0835932,"","",0
"[000002060712F308]",0,0.0327252,0,0.0191872,"","",0
"[000002060712F30B]",0,0.0029602,0,0.0017356,"","",0
"[000002060712F30C]",0,0.0181066,0,0.0106161,"","",0
"[000002060712F30F]",0,0.0024986,0,0.00146496,"","",0
"[000002060712F310]",0,0.029907,0,0.0175349,"","",0
"[000002060712F311]",0,0.00197,0,0.00115504,"","",0
"[000002060712F314]",0,0.0116256,0,0.00681624,"","",0
"[000002060712F320]",0,0.0646759,0,0.0379203,"","",0
"[000002060712F348]",0,0.0029959,0,0.00175654,"","",0
"[000002060712F34C]",0,0.0019951,0,0.00116975,"","",0
"[000002060712F34D]",0,0.0050417,0,0.00295601,"","",0
"[000002060712F34F]",0,0.0019951,0,0.00116975,"","",0
"[000002060712F350]",0,0.0937291,0,0.0549546,"","",0
"[000002060712F358]",0,0.0328857,0,0.0192813,"","",0
"[000002060712F35C]",0,0.0090141,0,0.00528508,"","",0
"[000002060712F360]",0,0.010223,0,0.00599388,"","",0
"[000002060712F362]",0,0.0025849,0,0.00151556,"","",0
"[000002060712F363]",0,0.0020046,0,0.00117532,"","",0
"[000002060712F364]",0,0.0188104,0,0.0110288,"","",0
"[000002060712F3C0]",0,0.0575685,0,0.0337532,"","",0
"[000002060712F3E8]",0,0.0055825,0,0.00327309,"","",0
"[000002060712F3EC]",0,0.0030057,0,0.00176228,"","",0
"[000002060712F3ED]",0,0.005596,0,0.00328101,"","",0
"[000002060712F3EF]",0,0.0019674,0,0.00115351,"","",0
"[000002060712F3F0]",0,0.119637,0,0.0701448,"","",0
"[000002060712F3F8]",0,0.0039957,0,0.00234273,"","",0
"[000002060712F3F9]",0,0.002566,0,0.00150448,"","",0
"[000002060712F3FC]",0,0.0046074,0,0.00270138,"","",0
"[000002060712F3FD]",0,0.135654,0,0.0795358,"","",0
"[000002060712F3FE]",0,0.0020198,0,0.00118424,"","",0
"[000002060712F400]",0,0.0186538,0,0.010937,"","",0
"[000002060712F404]",0,0.0094823,0,0.0055596,"","",0
"[000002060712F4B0]",0,0.108739,0,0.0637551,"","",0
"[000002060712F4D8]",0,0.0162675,0,0.00953785,"","",0
"[000002060712F4DC]",0,0.0060069,0,0.00352192,"","",0
"[000002060712F4DD]",0,0.0029955,0,0.0017563,"","",0
"[000002060712F4DF]",0,0.0090492,0,0.00530566,"","",0
"[000002060712F4E0]",0,0.194444,0,0.114005,"","",0
"[000002060712F4E8]",0,0.0272081,0,0.0159525,"","",0
"[000002060712F4EA]",0,0.003006,0,0.00176246,"","",0
"[000002060712F4EC]",0,0.0155844,0,0.00913734,"","",0
"[000002060712F4ED]",0,0.0035494,0,0.00208106,"","",0
"[000002060712F4F0]",0,0.0221486,0,0.012986,"","",0
"[000002060712F4F3]",0,0.0030718,0,0.00180104,"","",0
"[000002060712F4F4]",0,0.017117,0,0.0100359,"","",0
"[000002060712F4FD]",0,0.0628183,0,0.0368312,"","",0
"[000002060712F500]",0,0.034274,0,0.0200953,"","",0
"[000002060712F528]",0,0.0065464,0,0.00383824,"","",0
"[000002060712F52C]",0,0.0061542,0,0.00360829,"","",0
"[000002060712F530]",0,0.105094,0,0.0616182,"","",0
"[000002060712F538]",0,0.0120328,0,0.00705499,"","",0
"[000002060712F539]",0,0.0025091,0,0.00147112,"","",0
"[000002060712F53C]",0,0.0080328,0,0.00470974,"","",0
"[000002060712F53E]",0,0.0035201,0,0.00206388,"","",0
"[000002060712F540]",0,0.0165999,0,0.00973274,"","",0
"[000002060712F544]",0,0.0049674,0,0.00291245,"","",0
"[000002060712F550]",0,0.034632,0,0.0203052,"","",0
"[000002060712F578]",0,0.0025406,0,0.00148959,"","",0
"[000002060712F57C]",0,0.0030658,0,0.00179752,"","",0
"[000002060712F580]",0,0.0446508,0,0.0261793,"","",0
"[000002060712F588]",0,0.0089936,0,0.00527306,"","",0
"[000002060712F58A]",0,0.0018544,0,0.00108726,"","",0
"[000002060712F58C]",0,0.0018544,0,0.00108726,"","",0
"[000002060712F58D]",0,0.0029977,0,0.00175759,"","",0
"[000002060712F590]",0,0.016632,0,0.00975156,"","",0
"[000002060712F594]",0,0.0070571,0,0.00413767,"","",0
"[000002060712F5F0]",0,0.0631833,0,0.0370452,"","",0
"[000002060712F5FD]",0,0.0531326,0,0.0311523,"","",0
"[000002060712F618]",0,0.0116653,0,0.00683952,"","",0
"[000002060712F61C]",0,0.0039937,0,0.00234156,"","",0
"[000002060712F61E]",0,0.0019955,0,0.00116999,"","",0
"[000002060712F61F]",0,0.0020031,0,0.00117444,"","",0
"[000002060712F620]",0,0.124051,0,0.0727325,"","",0
"[000002060712F628]",0,0.0290971,0,0.01706,"","",0
"[000002060712F629]",0,0.0031121,0,0.00182466,"","",0
"[000002060712F62C]",0,0.0061082,0,0.00358132,"","",0
"[000002060712F62E]",0,0.0029974,0,0.00175741,"","",0
"[000002060712F630]",0,0.0261098,0,0.0153085,"","",0
"[000002060712F632]",0,0.0030403,0,0.00178257,"","",0
"[000002060712F633]",0,0.0029994,0,0.00175859,"","",0
"[000002060712F634]",0,0.0130588,0,0.00765654,"","",0
"[000002060712F690]",0,0.0589304,0,0.0345517,"","",0
"[000002060712F6B8]",0,0.00256,0,0.00150096,"","",0
"[000002060712F6BC]",0,0.0110389,0,0.00647225,"","",0
"[000002060712F6BE]",0,0.0050008,0,0.00293203,"","",0
"[000002060712F6BF]",0,0.0020004,0,0.00117286,"","",0
"[000002060712F6C0]",0,0.13646,0,0.0800083,"","",0
"[000002060712F6C8]",0,0.0181685,0,0.0106524,"","",0
"[000002060712F6CC]",0,0.0089973,0,0.00527523,"","",0
"[000002060712F6CD]",0,0.0070274,0,0.00412026,"","",0
"[000002060712F6D0]",0,0.0189819,0,0.0111293,"","",0
"[000002060712F6D3]",0,0.0035333,0,0.00207162,"","",0
"[000002060712F6D4]",0,0.0120643,0,0.00707346,"","",0
"[000002060712F6E0]",0,0.0422186,0,0.0247533,"","",0
"[000002060712F6FD]",0,0.0772021,0,0.0452646,"","",0
"[000002060712F708]",0,0.0015694,0,0.00092016,"","",0
"[000002060712F70C]",0,0.0030027,0,0.00176052,"","",0
"[000002060712F70D]",0,0.0030372,0,0.00178075,"","",0
"[000002060712F70E]",0,0.0049828,0,0.00292148,"","",0
"[000002060712F70F]",0,0.0030298,0,0.00177641,"","",0
"[000002060712F710]",0,0.0654956,0,0.0384009,"","",0
"[000002060712F718]",0,0.0051735,0,0.00303329,"","",0
"[000002060712F71C]",0,0.0055773,0,0.00327004,"","",0
"[000002060712F71F]",0,0.001999,0,0.00117204,"","",0
"[000002060712F720]",0,0.0045734,0,0.00268144,"","",0
"[000002060712F724]",0,0.0050055,0,0.00293479,"","",0
"[000002060712F730]",0,0.0553419,0,0.0324477,"","",0
"[000002060712F75C]",0,0.0030417,0,0.00178339,"","",0
"[000002060712F75F]",0,0.0020054,0,0.00117579,"","",0
"[000002060712F760]",0,0.0795467,0,0.0466393,"","",0
"[000002060712F768]",0,0.0079321,0,0.00465069,"","",0
"[000002060712F76C]",0,0.002997,0,0.00175718,"","",0
"[000002060712F76D]",0,0.0025566,0,0.00149897,"","",0
"[000002060712F770]",0,0.0145892,0,0.00855384,"","",0
"[000002060712F771]",0,0.0020078,0,0.0011772,"","",0
"[000002060712F773]",0,0.0025452,0,0.00149228,"","",0
"[000002060712F774]",0,0.004553,0,0.00266948,"","",0
"[000002060712F780]",0,0.0276449,0,0.0162086,"","",0
"[000002060712F7B0]",0,0.0597212,0,0.0350153,"","",0
"[000002060712F7B8]",0,0.0160826,0,0.00942944,"","",0
"[000002060712F7BA]",0,0.0035917,0,0.00210586,"","",0
"[000002060712F7BC]",0,0.0076356,0,0.00447685,"","",0
"[000002060712F7C0]",0,0.0183313,0,0.0107479,"","",0
"[000002060712F7C1]",0,0.0030324,0,0.00177794,"","",0
"[000002060712F7C4]",0,0.0090123,0,0.00528403,"","",0
"[000002060712F7D0]",0,0.0354999,0,0.0208141,"","",0
"[000002060712F7FD]",0,0.0656337,0,0.0384819,"","",0
"[000002060712F7FF]",0,0.0079714,0,0.00467374,"","",0
"[000002060712F800]",0,0.0593609,0,0.0348041,"","",0
"[000002060712F808]",0,0.0134865,0,0.00790731,"","",0
"[000002060712F80C]",0,0.0060802,0,0.0035649,"","",0
"[000002060712F810]",0,0.0025403,0,0.00148941,"","",0
"[000002060712F814]",0,0.0090062,0,0.00528045,"","",0
"[000002060712F820]",0,0.0532918,0,0.0312457,"","",0
"[000002060712F84C]",0,0.0029977,0,0.00175759,"","",0
"[000002060712F84D]",0,0.0020004,0,0.00117286,"","",0
"[000002060712F84F]",0,0.004536,0,0.00265952,"","",0
"[000002060712F850]",0,0.0857575,0,0.0502807,"","",0
"[000002060712F858]",0,0.0140942,0,0.00826361,"","",0
"[000002060712F85B]",0,0.0025446,0,0.00149193,"","",0
"[000002060712F85C]",0,0.0070926,0,0.00415848,"","",0
"[000002060712F860]",0,0.0112091,0,0.00657204,"","",0
"[000002060712F864]",0,0.0097095,0,0.00569281,"","",0
"[000002060712F8C0]",0,0.0713971,0,0.041861,"","",0
"[000002060712F8E8]",0,0.0030026,0,0.00176046,"","",0
"[000002060712F8EE]",0,0.0019943,0,0.00116928,"","",0
"[000002060712F8F0]",0,0.0893341,0,0.0523777,"","",0
"[000002060712F8F8]",0,0.0277021,0,0.0162421,"","",0
"[000002060712F8F9]",0,0.0025765,0,0.00151064,"","",0
"[000002060712F8FC]",0,0.0152455,0,0.00893863,"","",0
"[000002060712F8FD]",0,0.0902658,0,0.052924,"","",0
"[000002060712F900]",0,0.0160666,0,0.00942006,"","",0
"[000002060712F901]",0,0.0019651,0,0.00115216,"","",0
"[000002060712F904]",0,0.0069325,0,0.00406461,"","",0
"[000002060712F910]",0,0.0237026,0,0.0138971,"","",0
"[000002060712F938]",0,0.0030349,0,0.0017794,"","",0
"[000002060712F93C]",0,0.0030221,0,0.0017719,"","",0
"[000002060712F93D]",0,0.0030373,0,0.00178081,"","",0
"[000002060712F93E]",0,0.0030221,0,0.0017719,"","",0
"[000002060712F940]",0,0.0660488,0,0.0387253,"","",0
"[000002060712F948]",0,0.0186833,0,0.0109543,"","",0
"[000002060712F94C]",0,0.0045606,0,0.00267394,"","",0
"[000002060712F94E]",0,0.0029971,0,0.00175724,"","",0
"[000002060712F950]",0,0.0166066,0,0.00973667,"","",0
"[000002060712F954]",0,0.003058,0,0.00179295,"","",0
"[000002060712F960]",0,0.0477163,0,0.0279767,"","",0
"[000002060712F988]",0,0.0070499,0,0.00413345,"","",0
"[000002060712F98C]",0,0.0020375,0,0.00119461,"","",0
"[000002060712F98F]",0,0.0025748,0,0.00150964,"","",0
"[000002060712F990]",0,0.0447555,0,0.0262407,"","",0
"[000002060712F998]",0,0.0092228,0,0.00540745,"","",0
"[000002060712F99C]",0,0.0055354,0,0.00324548,"","",0
"[000002060712F9A0]",0,0.0085122,0,0.00499081,"","",0
"[000002060712F9A4]",0,0.0075751,0,0.00444138,"","",0
"[000002060712F9B0]",0,0.0316897,0,0.0185801,"","",0
"[000002060712F9D8]",0,0.0040332,0,0.00236472,"","",0
"[000002060712F9DC]",0,0.0020056,0,0.00117591,"","",0
"[000002060712F9DD]",0,0.0029738,0,0.00174358,"","",0
"[000002060712F9DE]",0,0.0035423,0,0.0020769,"","",0
"[000002060712F9E0]",0,0.0644311,0,0.0377768,"","",0
"[000002060712F9E8]",0,0.0029912,0,0.00175378,"","",0
"[000002060712F9F0]",0,0.0090631,0,0.00531381,"","",0
"[000002060712F9F4]",0,0.0090544,0,0.00530871,"","",0
"[000002060712F9FD]",0,0.0727823,0,0.0426732,"","",0
"[000002060712FA00]",0,0.0219278,0,0.0128566,"","",0
"[000002060712FA28]",0,0.0050422,0,0.00295631,"","",0
"[000002060712FA2D]",0,0.0030494,0,0.0017879,"","",0
"[000002060712FA2E]",0,0.0015927,0,0.000933821,"","",0
"[000002060712FA30]",0,0.0556685,0,0.0326392,"","",0
"[000002060712FA38]",0,0.0149819,0,0.00878408,"","",0
"[000002060712FA3C]",0,0.0121496,0,0.00712347,"","",0
"[000002060712FA40]",0,0.0120596,0,0.0070707,"","",0
"[000002060712FA42]",0,0.0014425,0,0.000845757,"","",0
"[000002060712FA44]",0,0.0065258,0,0.00382616,"","",0
"[000002060712FA50]",0,0.0356532,0,0.0209039,"","",0
"[000002060712FA78]",0,0.0064518,0,0.00378277,"","",0
"[000002060712FA7E]",0,0.0030333,0,0.00177846,"","",0
"[000002060712FA80]",0,0.046623,0,0.0273357,"","",0
"[000002060712FA88]",0,0.0196521,0,0.0115223,"","",0
"[000002060712FA8A]",0,0.0025028,0,0.00146742,"","",0
"[000002060712FA8C]",0,0.0085087,0,0.00498876,"","",0
"[000002060712FA90]",0,0.0080086,0,0.00469555,"","",0
"[000002060712FA94]",0,0.0125642,0,0.00736655,"","",0
"[000002060712FAA0]",0,0.0230806,0,0.0135325,"","",0
"[000002060712FAC8]",0,0.0025485,0,0.00149422,"","",0
"[000002060712FAD0]",0,0.0704623,0,0.041313,"","",0
"[000002060712FAD8]",0,0.0045144,0,0.00264685,"","",0
"[000002060712FADA]",0,0.0030003,0,0.00175911,"","",0
"[000002060712FADC]",0,0.0059819,0,0.00350727,"","",0
"[000002060712FAE0]",0,0.0229447,0,0.0134528,"","",0
"[000002060712FAE1]",0,0.0025269,0,0.00148155,"","",0
"[000002060712FAE4]",0,0.0075351,0,0.00441793,"","",0
"[000002060712FAF0]",0,0.0466467,0,0.0273496,"","",0
"[000002060712FAFD]",0,0.0838744,0,0.0491767,"","",0
"[000002060712FB18]",0,0.0020517,0,0.00120294,"","",0
"[000002060712FB20]",0,0.0288307,0,0.0169038,"","",0
"[000002060712FB28]",0,0.0176095,0,0.0103247,"","",0
"[000002060712FB29]",0,0.0020027,0,0.00117421,"","",0
"[000002060712FB2C]",0,0.0116381,0,0.00682357,"","",0
"[000002060712FB30]",0,0.01211,0,0.00710025,"","",0
"[000002060712FB34]",0,0.0106,0,0.00621492,"","",0
"[000002060712FB40]",0,0.0295878,0,0.0173477,"","",0
"[000002060712FB68]",0,0.0020018,0,0.00117368,"","",0
"[000002060712FB6C]",0,0.0029998,0,0.00175882,"","",0
"[000002060712FB6D]",0,0.0050037,0,0.00293373,"","",0
"[000002060712FB70]",0,0.0392592,0,0.0230182,"","",0
"[000002060712FB78]",0,0.013091,0,0.00767542,"","",0
"[000002060712FB7C]",0,0.0055347,0,0.00324507,"","",0
"[000002060712FB7F]",0,0.0025433,0,0.00149117,"","",0
"[000002060712FB80]",0,0.0086742,0,0.0050858,"","",0
"[000002060712FB84]",0,0.0030048,0,0.00176175,"","",0
"[000002060712FBE0]",0,0.0617724,0,0.036218,"","",0
"[000002060712FBFD]",0,0.0503989,0,0.0295495,"","",0
"[000002060712FC08]",0,0.0020684,0,0.00121273,"","",0
"[000002060712FC0C]",0,0.0045499,0,0.00266767,"","",0
